INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (0, 205, 1, '2024-02-13', 'recebido', 1710);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1443, 250, 1, '2024-02-09', 'recebido', 408);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1444, 45, 1, '2024-04-09', 'recebido', 497);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1445, 437, 1, '2024-08-25', 'recebido', 1142);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1445, 107, 1, '2024-08-25', 'recebido', 1142);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1446, 213, 1, '2024-06-20', 'pagamento pendente', 1926);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1446, 147, 1, '2024-06-20', 'pagamento pendente', 1926);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1446, 499, 1, '2024-06-20', 'pagamento pendente', 1926);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1446, 164, 1, '2024-06-20', 'pagamento pendente', 1926);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1446, 54, 1, '2024-06-20', 'pagamento pendente', 1926);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1447, 107, 1, '2024-03-27', 'pago', 1053);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1447, 393, 2, '2024-03-27', 'pago', 1053);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1448, 432, 1, '2024-07-13', 'item enviado', 1436);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1448, 392, 3, '2024-07-13', 'item enviado', 1436);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1448, 508, 1, '2024-07-13', 'item enviado', 1436);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1449, 237, 1, '2024-07-03', 'pago', 576);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1449, 153, 1, '2024-07-03', 'pago', 576);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1449, 378, 1, '2024-07-03', 'pago', 576);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1450, 166, 3, '2024-01-25', 'item enviado', 200);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1450, 292, 1, '2024-01-25', 'item enviado', 200);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1451, 106, 2, '2024-07-14', 'pagamento pendente', 1947);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1451, 12, 1, '2024-07-14', 'pagamento pendente', 1947);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1452, 183, 1, '2024-05-13', 'recebido', 1202);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1453, 305, 2, '2024-08-07', 'recebido', 788);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1453, 233, 1, '2024-08-07', 'recebido', 788);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1453, 344, 1, '2024-08-07', 'recebido', 788);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1454, 407, 3, '2024-08-18', 'item enviado', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1454, 162, 1, '2024-08-18', 'item enviado', 1962);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1455, 442, 1, '2024-01-04', 'pago', 545);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1455, 465, 3, '2024-01-04', 'pago', 545);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1455, 229, 1, '2024-01-04', 'pago', 545);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1456, 116, 2, '2024-04-14', 'pagamento pendente', 785);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1457, 110, 1, '2024-04-21', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1457, 135, 3, '2024-04-21', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1457, 35, 1, '2024-04-21', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1457, 374, 1, '2024-04-21', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1457, 202, 2, '2024-04-21', 'pago', 1530);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1458, 51, 1, '2024-02-18', 'recebido', 85);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1458, 326, 1, '2024-02-18', 'recebido', 85);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1459, 132, 1, '2024-04-14', 'recebido', 1388);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1459, 97, 1, '2024-04-14', 'recebido', 1388);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1459, 0, 1, '2024-04-14', 'recebido', 1388);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1460, 389, 1, '2024-03-28', 'pago', 657);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1460, 411, 1, '2024-03-28', 'pago', 657);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1460, 396, 1, '2024-03-28', 'pago', 657);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1460, 249, 1, '2024-03-28', 'pago', 657);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1461, 442, 1, '2024-03-01', 'pagamento pendente', 1241);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1461, 314, 1, '2024-03-01', 'pagamento pendente', 1241);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1462, 245, 1, '2024-08-21', 'pago', 1449);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1463, 374, 1, '2024-01-18', 'item enviado', 1155);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1464, 229, 1, '2024-08-18', 'recebido', 863);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1464, 489, 1, '2024-08-18', 'recebido', 863);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1465, 312, 2, '2024-04-07', 'item enviado', 386);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1465, 527, 2, '2024-04-07', 'item enviado', 386);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1465, 79, 1, '2024-04-07', 'item enviado', 386);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1466, 252, 1, '2024-04-08', 'item enviado', 1156);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1466, 450, 1, '2024-04-08', 'item enviado', 1156);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1467, 455, 1, '2024-08-19', 'recebido', 862);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1468, 190, 2, '2024-02-01', 'pago', 1214);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1468, 45, 2, '2024-02-01', 'pago', 1214);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1468, 281, 2, '2024-02-01', 'pago', 1214);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1468, 460, 3, '2024-02-01', 'pago', 1214);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1468, 284, 1, '2024-02-01', 'pago', 1214);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1469, 194, 2, '2024-08-10', 'pagamento pendente', 493);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1469, 69, 1, '2024-08-10', 'pagamento pendente', 493);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1470, 169, 1, '2024-01-09', 'pagamento pendente', 1947);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1471, 305, 1, '2024-02-06', 'recebido', 1836);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1471, 168, 1, '2024-02-06', 'recebido', 1836);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1472, 99, 1, '2024-06-26', 'pago', 1671);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1472, 104, 1, '2024-06-26', 'pago', 1671);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1472, 390, 1, '2024-06-26', 'pago', 1671);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1472, 205, 1, '2024-06-26', 'pago', 1671);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1472, 436, 3, '2024-06-26', 'pago', 1671);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1473, 329, 3, '2024-03-01', 'recebido', 953);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1474, 134, 1, '2024-04-02', 'pagamento pendente', 470);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1475, 381, 1, '2024-01-17', 'recebido', 1676);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1475, 226, 1, '2024-01-17', 'recebido', 1676);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1475, 67, 1, '2024-01-17', 'recebido', 1676);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1475, 187, 1, '2024-01-17', 'recebido', 1676);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1475, 383, 1, '2024-01-17', 'recebido', 1676);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1476, 70, 1, '2024-02-03', 'item enviado', 912);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1477, 281, 1, '2024-06-14', 'pago', 1128);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1477, 195, 1, '2024-06-14', 'pago', 1128);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1477, 37, 1, '2024-06-14', 'pago', 1128);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1478, 242, 1, '2024-02-29', 'pago', 532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1478, 315, 2, '2024-02-29', 'pago', 532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1478, 295, 1, '2024-02-29', 'pago', 532);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1479, 278, 1, '2024-03-18', 'recebido', 332);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1479, 177, 1, '2024-03-18', 'recebido', 332);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1479, 75, 1, '2024-03-18', 'recebido', 332);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1480, 424, 1, '2024-02-02', 'pagamento pendente', 1780);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1481, 485, 1, '2024-04-22', 'recebido', 726);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1481, 101, 1, '2024-04-22', 'recebido', 726);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1481, 211, 1, '2024-04-22', 'recebido', 726);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1482, 219, 1, '2024-08-02', 'item enviado', 698);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1482, 375, 1, '2024-08-02', 'item enviado', 698);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1482, 5, 1, '2024-08-02', 'item enviado', 698);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1483, 511, 2, '2024-02-26', 'pagamento pendente', 1164);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1483, 294, 1, '2024-02-26', 'pagamento pendente', 1164);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1484, 215, 2, '2024-08-08', 'pagamento pendente', 1074);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1484, 405, 1, '2024-08-08', 'pagamento pendente', 1074);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1485, 471, 2, '2024-01-08', 'pagamento pendente', 1279);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1486, 535, 1, '2024-05-18', 'item enviado', 367);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1486, 473, 1, '2024-05-18', 'item enviado', 367);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1487, 161, 1, '2024-01-27', 'pagamento pendente', 845);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1488, 27, 3, '2024-04-09', 'pagamento pendente', 483);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1488, 262, 1, '2024-04-09', 'pagamento pendente', 483);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1489, 174, 1, '2024-05-24', 'pago', 1364);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1489, 496, 1, '2024-05-24', 'pago', 1364);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1489, 357, 1, '2024-05-24', 'pago', 1364);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1489, 38, 1, '2024-05-24', 'pago', 1364);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1490, 447, 1, '2024-08-14', 'pagamento pendente', 627);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1490, 200, 2, '2024-08-14', 'pagamento pendente', 627);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1490, 382, 3, '2024-08-14', 'pagamento pendente', 627);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1490, 52, 1, '2024-08-14', 'pagamento pendente', 627);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1490, 149, 1, '2024-08-14', 'pagamento pendente', 627);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1491, 47, 1, '2024-05-11', 'pagamento pendente', 371);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1492, 293, 1, '2024-07-25', 'pagamento pendente', 790);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1493, 139, 1, '2024-07-07', 'item enviado', 952);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1493, 455, 1, '2024-07-07', 'item enviado', 952);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1493, 441, 1, '2024-07-07', 'item enviado', 952);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1494, 433, 1, '2024-07-12', 'pago', 91);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1494, 15, 1, '2024-07-12', 'pago', 91);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1494, 266, 1, '2024-07-12', 'pago', 91);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1495, 211, 1, '2024-01-25', 'pagamento pendente', 377);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1495, 445, 1, '2024-01-25', 'pagamento pendente', 377);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1495, 280, 2, '2024-01-25', 'pagamento pendente', 377);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1496, 478, 1, '2024-05-12', 'item enviado', 219);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1497, 144, 1, '2024-03-15', 'recebido', 728);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1498, 237, 2, '2024-01-27', 'pagamento pendente', 1803);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1498, 246, 1, '2024-01-27', 'pagamento pendente', 1803);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1498, 93, 3, '2024-01-27', 'pagamento pendente', 1803);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1499, 354, 1, '2024-07-20', 'pagamento pendente', 14);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1500, 505, 1, '2024-01-12', 'item enviado', 1534);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1500, 171, 2, '2024-01-12', 'item enviado', 1534);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1501, 239, 1, '2024-06-03', 'item enviado', 833);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1501, 519, 1, '2024-06-03', 'item enviado', 833);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1502, 373, 2, '2024-03-16', 'pagamento pendente', 864);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1503, 488, 2, '2024-07-10', 'pagamento pendente', 230);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1504, 288, 1, '2024-03-22', 'pago', 1503);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1505, 290, 3, '2024-08-05', 'pagamento pendente', 970);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1506, 522, 2, '2024-07-29', 'item enviado', 409);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1507, 221, 1, '2024-03-01', 'pago', 66);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1507, 328, 1, '2024-03-01', 'pago', 66);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1508, 59, 1, '2024-02-27', 'pagamento pendente', 1784);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1509, 230, 2, '2024-04-26', 'item enviado', 1437);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1509, 208, 1, '2024-04-26', 'item enviado', 1437);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1510, 61, 1, '2024-02-29', 'recebido', 1846);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1511, 57, 1, '2024-06-16', 'pagamento pendente', 162);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1511, 533, 1, '2024-06-16', 'pagamento pendente', 162);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1511, 0, 2, '2024-06-16', 'pagamento pendente', 162);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1512, 519, 3, '2024-08-21', 'pagamento pendente', 1496);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1513, 349, 3, '2024-04-18', 'recebido', 248);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1513, 304, 3, '2024-04-18', 'recebido', 248);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1513, 106, 1, '2024-04-18', 'recebido', 248);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1514, 73, 1, '2024-06-26', 'pago', 155);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1514, 406, 2, '2024-06-26', 'pago', 155);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1514, 11, 1, '2024-06-26', 'pago', 155);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1515, 428, 1, '2024-04-29', 'pagamento pendente', 476);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1515, 123, 3, '2024-04-29', 'pagamento pendente', 476);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1515, 532, 1, '2024-04-29', 'pagamento pendente', 476);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1516, 151, 1, '2024-04-26', 'pagamento pendente', 1052);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1517, 48, 2, '2024-08-24', 'pago', 1100);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1517, 106, 1, '2024-08-24', 'pago', 1100);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1517, 395, 3, '2024-08-24', 'pago', 1100);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1517, 234, 1, '2024-08-24', 'pago', 1100);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1517, 491, 1, '2024-08-24', 'pago', 1100);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1518, 50, 2, '2024-08-04', 'item enviado', 1298);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1518, 67, 1, '2024-08-04', 'item enviado', 1298);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1519, 255, 3, '2024-08-13', 'item enviado', 255);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1519, 150, 1, '2024-08-13', 'item enviado', 255);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1520, 64, 1, '2024-07-11', 'recebido', 559);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1520, 10, 3, '2024-07-11', 'recebido', 559);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1521, 467, 1, '2024-04-08', 'pago', 1245);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1521, 81, 1, '2024-04-08', 'pago', 1245);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1521, 412, 1, '2024-04-08', 'pago', 1245);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1522, 421, 2, '2024-01-12', 'item enviado', 149);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1523, 30, 2, '2024-02-24', 'pago', 747);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1523, 24, 1, '2024-02-24', 'pago', 747);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1524, 300, 1, '2024-04-10', 'item enviado', 795);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1525, 204, 1, '2024-07-18', 'item enviado', 366);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1526, 500, 1, '2024-07-02', 'pagamento pendente', 571);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1526, 294, 2, '2024-07-02', 'pagamento pendente', 571);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1527, 458, 1, '2024-04-04', 'item enviado', 876);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1528, 96, 1, '2024-08-23', 'pago', 1558);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1528, 253, 1, '2024-08-23', 'pago', 1558);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1529, 3, 1, '2024-03-06', 'pagamento pendente', 149);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1529, 290, 1, '2024-03-06', 'pagamento pendente', 149);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1530, 481, 1, '2024-02-18', 'recebido', 1161);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1531, 243, 1, '2024-02-04', 'pago', 830);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1531, 273, 2, '2024-02-04', 'pago', 830);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1531, 441, 1, '2024-02-04', 'pago', 830);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1531, 54, 1, '2024-02-04', 'pago', 830);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1532, 386, 2, '2024-03-21', 'pagamento pendente', 1626);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1533, 58, 2, '2024-06-19', 'item enviado', 1383);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1534, 474, 1, '2024-03-07', 'pagamento pendente', 1927);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1535, 61, 3, '2024-08-15', 'recebido', 1579);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1536, 59, 1, '2024-07-24', 'pago', 845);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1537, 232, 1, '2024-04-27', 'pago', 21);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1537, 164, 1, '2024-04-27', 'pago', 21);
INSERT INTO PEDIDOS (id, id_item, quantidade, data, status, id_usuario) VALUES (1538, 50, 1, '2024-02-17', 'recebido', 986);
