INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (0, 'anel feito de ouro com diamante de tamanho A', 3541, '279');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (212, 'colar feito de aco inox com perola de tamanho B', 908, '479');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (213, 'colar feito de aco inox com perola de tamanho C', 803, '372');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (214, 'colar feito de aco inox com perola de tamanho D', 728, '408');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (215, 'colar feito de aco inox com perola de tamanho E', 683, '374');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (216, 'colar feito de aco inox com esmeralda de tamanho A', 768, '489');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (217, 'colar feito de aco inox com esmeralda de tamanho B', 633, '415');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (218, 'colar feito de aco inox com esmeralda de tamanho D', 453, '129');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (219, 'colar feito de aco inox com esmeralda de tamanho E', 408, '133');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (220, 'colar feito de aco inox sem adorno de tamanho A', 603, '278');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (221, 'colar feito de aco inox sem adorno de tamanho B', 468, '108');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (222, 'colar feito de aco inox sem adorno de tamanho C', 363, '417');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (223, 'brinco feito de ouro com diamante de tamanho A', 3450, '129');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (224, 'brinco feito de ouro com diamante de tamanho B', 3315, '116');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (225, 'brinco feito de ouro com diamante de tamanho C', 3210, '250');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (226, 'brinco feito de ouro com diamante de tamanho D', 3135, '497');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (227, 'brinco feito de ouro com rubi de tamanho A', 2845, '110');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (228, 'brinco feito de ouro com rubi de tamanho B', 2710, '361');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (229, 'brinco feito de ouro com rubi de tamanho C', 2605, '443');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (230, 'brinco feito de ouro com rubi de tamanho D', 2530, '224');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (231, 'brinco feito de ouro com rubi de tamanho E', 2485, '227');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (232, 'brinco feito de ouro com safira de tamanho A', 2350, '442');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (233, 'brinco feito de ouro com safira de tamanho B', 2215, '239');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (234, 'brinco feito de ouro com safira de tamanho C', 2110, '406');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (235, 'brinco feito de ouro com safira de tamanho D', 2035, '458');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (236, 'brinco feito de ouro com perola de tamanho A', 1965, '114');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (237, 'brinco feito de ouro com perola de tamanho E', 1605, '432');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (238, 'brinco feito de ouro com esmeralda de tamanho A', 1690, '378');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (239, 'brinco feito de ouro com esmeralda de tamanho B', 1555, '188');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (240, 'brinco feito de ouro com esmeralda de tamanho C', 1450, '208');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (241, 'brinco feito de ouro com esmeralda de tamanho E', 1330, '349');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (242, 'brinco feito de ouro sem adorno de tamanho A', 1525, '119');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (243, 'brinco feito de ouro sem adorno de tamanho C', 1285, '192');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (244, 'brinco feito de ouro sem adorno de tamanho D', 1210, '319');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (245, 'brinco feito de prata com diamante de tamanho B', 2955, '372');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (246, 'brinco feito de prata com diamante de tamanho D', 2775, '443');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (247, 'brinco feito de prata com diamante de tamanho E', 2730, '462');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (248, 'brinco feito de prata com rubi de tamanho A', 2485, '498');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (249, 'brinco feito de prata com rubi de tamanho B', 2350, '228');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (250, 'brinco feito de prata com rubi de tamanho C', 2245, '103');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (251, 'brinco feito de prata com rubi de tamanho E', 2125, '320');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (252, 'brinco feito de prata com safira de tamanho B', 1855, '393');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (253, 'brinco feito de prata com safira de tamanho C', 1750, '491');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (254, 'brinco feito de prata com safira de tamanho D', 1675, '295');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (255, 'brinco feito de prata com safira de tamanho E', 1630, '150');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (256, 'brinco feito de prata com perola de tamanho A', 1605, '321');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (257, 'brinco feito de prata com perola de tamanho E', 1245, '170');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (258, 'brinco feito de prata com esmeralda de tamanho B', 1195, '211');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (259, 'brinco feito de prata com esmeralda de tamanho C', 1090, '159');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (260, 'brinco feito de prata com esmeralda de tamanho D', 1015, '394');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (261, 'brinco feito de prata sem adorno de tamanho B', 1030, '273');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (262, 'brinco feito de prata sem adorno de tamanho D', 850, '259');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (263, 'brinco feito de prata sem adorno de tamanho E', 805, '142');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (264, 'brinco feito de prata banhado a ouro com diamante de tamanho B', 2675, '209');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (265, 'brinco feito de prata banhado a ouro com diamante de tamanho E', 2450, '329');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (266, 'brinco feito de prata banhado a ouro com rubi de tamanho A', 2205, '209');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (267, 'brinco feito de prata banhado a ouro com rubi de tamanho B', 2070, '170');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (268, 'brinco feito de prata banhado a ouro com rubi de tamanho D', 1890, '226');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (269, 'brinco feito de prata banhado a ouro com safira de tamanho A', 1710, '129');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (270, 'brinco feito de prata banhado a ouro com safira de tamanho C', 1470, '398');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (271, 'brinco feito de prata banhado a ouro com safira de tamanho D', 1395, '305');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (272, 'brinco feito de prata banhado a ouro com perola de tamanho A', 1325, '156');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (273, 'brinco feito de prata banhado a ouro com perola de tamanho C', 1085, '184');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (274, 'brinco feito de prata banhado a ouro com perola de tamanho E', 965, '315');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (275, 'brinco feito de prata banhado a ouro com esmeralda de tamanho A', 1050, '406');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (276, 'brinco feito de prata banhado a ouro com esmeralda de tamanho B', 915, '494');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (277, 'brinco feito de prata banhado a ouro com esmeralda de tamanho E', 690, '287');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (278, 'brinco feito de prata banhado a ouro sem adorno de tamanho C', 645, '233');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (279, 'brinco feito de prata banhado a ouro sem adorno de tamanho E', 525, '261');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (280, 'brinco feito de aco inox banhado a prata com diamante de tamanho B', 2475, '474');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (281, 'brinco feito de aco inox banhado a prata com diamante de tamanho D', 2295, '194');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (282, 'brinco feito de aco inox banhado a prata com rubi de tamanho B', 1870, '292');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (283, 'brinco feito de aco inox banhado a prata com rubi de tamanho C', 1765, '361');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (284, 'brinco feito de aco inox banhado a prata com rubi de tamanho D', 1690, '171');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (285, 'brinco feito de aco inox banhado a prata com safira de tamanho A', 1510, '254');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (286, 'brinco feito de aco inox banhado a prata com safira de tamanho B', 1375, '368');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (287, 'brinco feito de aco inox banhado a prata com safira de tamanho C', 1270, '147');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (288, 'brinco feito de aco inox banhado a prata com safira de tamanho D', 1195, '196');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (289, 'brinco feito de aco inox banhado a prata com perola de tamanho A', 1125, '336');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (290, 'brinco feito de aco inox banhado a prata com perola de tamanho B', 990, '269');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (291, 'brinco feito de aco inox banhado a prata com perola de tamanho C', 885, '281');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (292, 'brinco feito de aco inox banhado a prata com perola de tamanho D', 810, '220');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (293, 'brinco feito de aco inox banhado a prata com perola de tamanho E', 765, '300');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (294, 'brinco feito de aco inox banhado a prata com esmeralda de tamanho A', 850, '308');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (295, 'brinco feito de aco inox banhado a prata com esmeralda de tamanho C', 610, '106');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (296, 'brinco feito de aco inox banhado a prata com esmeralda de tamanho E', 490, '264');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (297, 'brinco feito de aco inox banhado a prata sem adorno de tamanho A', 685, '335');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (298, 'brinco feito de aco inox banhado a prata sem adorno de tamanho B', 550, '465');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (299, 'brinco feito de aco inox banhado a prata sem adorno de tamanho C', 445, '270');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (300, 'brinco feito de aco inox banhado a prata sem adorno de tamanho D', 370, '207');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (301, 'brinco feito de aco inox banhado a prata sem adorno de tamanho E', 325, '437');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (302, 'brinco feito de aco inox com diamante de tamanho A', 2490, '318');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (303, 'brinco feito de aco inox com diamante de tamanho B', 2355, '327');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (304, 'brinco feito de aco inox com diamante de tamanho C', 2250, '426');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (305, 'brinco feito de aco inox com diamante de tamanho D', 2175, '100');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (306, 'brinco feito de aco inox com diamante de tamanho E', 2130, '147');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (307, 'brinco feito de aco inox com rubi de tamanho A', 1885, '301');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (308, 'brinco feito de aco inox com rubi de tamanho C', 1645, '437');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (309, 'brinco feito de aco inox com safira de tamanho B', 1255, '312');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (310, 'brinco feito de aco inox com safira de tamanho E', 1030, '402');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (311, 'brinco feito de aco inox com perola de tamanho A', 1005, '485');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (312, 'brinco feito de aco inox com perola de tamanho B', 870, '407');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (313, 'brinco feito de aco inox com perola de tamanho C', 765, '194');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (314, 'brinco feito de aco inox com perola de tamanho D', 690, '500');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (315, 'brinco feito de aco inox com esmeralda de tamanho A', 730, '287');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (316, 'brinco feito de aco inox com esmeralda de tamanho B', 595, '401');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (317, 'brinco feito de aco inox com esmeralda de tamanho C', 490, '262');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (318, 'brinco feito de aco inox com esmeralda de tamanho D', 415, '224');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (319, 'brinco feito de aco inox com esmeralda de tamanho E', 370, '207');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (320, 'brinco feito de aco inox sem adorno de tamanho A', 565, '488');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (321, 'brinco feito de aco inox sem adorno de tamanho B', 430, '357');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (322, 'brinco feito de aco inox sem adorno de tamanho D', 250, '108');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (323, 'pulseira feito de ouro com diamante de tamanho A', 3385, '425');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (324, 'pulseira feito de ouro com diamante de tamanho B', 3250, '222');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (325, 'pulseira feito de ouro com rubi de tamanho A', 2780, '434');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (326, 'pulseira feito de ouro com rubi de tamanho B', 2645, '330');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (327, 'pulseira feito de ouro com rubi de tamanho D', 2465, '318');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (328, 'pulseira feito de ouro com rubi de tamanho E', 2420, '493');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (329, 'pulseira feito de ouro com safira de tamanho C', 2045, '465');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (330, 'pulseira feito de ouro com safira de tamanho D', 1970, '252');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (331, 'pulseira feito de ouro com safira de tamanho E', 1925, '181');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (332, 'pulseira feito de ouro com perola de tamanho B', 1765, '261');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (333, 'pulseira feito de ouro com perola de tamanho C', 1660, '303');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (334, 'pulseira feito de ouro com perola de tamanho D', 1585, '335');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (335, 'pulseira feito de ouro com perola de tamanho E', 1540, '130');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (336, 'pulseira feito de ouro com esmeralda de tamanho A', 1625, '163');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (337, 'pulseira feito de ouro com esmeralda de tamanho B', 1490, '450');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (338, 'pulseira feito de ouro com esmeralda de tamanho D', 1310, '163');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (339, 'pulseira feito de ouro sem adorno de tamanho C', 1220, '323');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (340, 'pulseira feito de ouro sem adorno de tamanho D', 1145, '200');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (341, 'pulseira feito de ouro sem adorno de tamanho E', 1100, '116');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (342, 'pulseira feito de prata com diamante de tamanho A', 3025, '352');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (343, 'pulseira feito de prata com diamante de tamanho C', 2785, '410');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (344, 'pulseira feito de prata com diamante de tamanho D', 2710, '464');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (345, 'pulseira feito de prata com diamante de tamanho E', 2665, '402');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (346, 'pulseira feito de prata com rubi de tamanho A', 2420, '116');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (347, 'pulseira feito de prata com rubi de tamanho D', 2105, '381');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (348, 'pulseira feito de prata com safira de tamanho A', 1925, '434');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (349, 'pulseira feito de prata com safira de tamanho D', 1610, '351');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (350, 'pulseira feito de prata com safira de tamanho E', 1565, '437');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (351, 'pulseira feito de prata com perola de tamanho A', 1540, '150');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (352, 'pulseira feito de prata com perola de tamanho B', 1405, '432');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (353, 'pulseira feito de prata com perola de tamanho C', 1300, '471');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (354, 'pulseira feito de prata com perola de tamanho D', 1225, '298');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (355, 'pulseira feito de prata com perola de tamanho E', 1180, '353');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (356, 'pulseira feito de prata com esmeralda de tamanho A', 1265, '441');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (357, 'pulseira feito de prata com esmeralda de tamanho B', 1130, '204');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (358, 'pulseira feito de prata com esmeralda de tamanho D', 950, '119');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (359, 'pulseira feito de prata com esmeralda de tamanho E', 905, '262');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (360, 'pulseira feito de prata sem adorno de tamanho A', 1100, '165');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (361, 'pulseira feito de prata sem adorno de tamanho C', 860, '201');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (362, 'pulseira feito de prata banhado a ouro com diamante de tamanho E', 2385, '492');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (363, 'pulseira feito de prata banhado a ouro com rubi de tamanho B', 2005, '441');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (364, 'pulseira feito de prata banhado a ouro com rubi de tamanho C', 1900, '247');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (365, 'pulseira feito de prata banhado a ouro com rubi de tamanho E', 1780, '263');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (366, 'pulseira feito de prata banhado a ouro com safira de tamanho A', 1645, '325');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (367, 'pulseira feito de prata banhado a ouro com safira de tamanho C', 1405, '307');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (368, 'pulseira feito de prata banhado a ouro com safira de tamanho D', 1330, '266');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (369, 'pulseira feito de prata banhado a ouro com safira de tamanho E', 1285, '326');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (370, 'pulseira feito de prata banhado a ouro com perola de tamanho C', 1020, '399');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (371, 'pulseira feito de prata banhado a ouro com perola de tamanho E', 900, '454');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (372, 'pulseira feito de prata banhado a ouro com esmeralda de tamanho A', 985, '191');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (373, 'pulseira feito de prata banhado a ouro com esmeralda de tamanho B', 850, '458');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (374, 'pulseira feito de prata banhado a ouro com esmeralda de tamanho C', 745, '372');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (375, 'pulseira feito de prata banhado a ouro com esmeralda de tamanho E', 625, '280');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (376, 'pulseira feito de prata banhado a ouro sem adorno de tamanho A', 820, '378');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (377, 'pulseira feito de prata banhado a ouro sem adorno de tamanho C', 580, '104');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (378, 'pulseira feito de prata banhado a ouro sem adorno de tamanho E', 460, '219');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (379, 'pulseira feito de aco inox banhado a prata com diamante de tamanho A', 2545, '317');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (380, 'pulseira feito de aco inox banhado a prata com diamante de tamanho B', 2410, '461');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (381, 'pulseira feito de aco inox banhado a prata com diamante de tamanho C', 2305, '391');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (382, 'pulseira feito de aco inox banhado a prata com diamante de tamanho D', 2230, '402');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (383, 'pulseira feito de aco inox banhado a prata com rubi de tamanho A', 1940, '248');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (384, 'pulseira feito de aco inox banhado a prata com rubi de tamanho B', 1805, '188');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (385, 'pulseira feito de aco inox banhado a prata com rubi de tamanho C', 1700, '325');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (386, 'pulseira feito de aco inox banhado a prata com rubi de tamanho D', 1625, '124');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (387, 'pulseira feito de aco inox banhado a prata com rubi de tamanho E', 1580, '473');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (388, 'pulseira feito de aco inox banhado a prata com safira de tamanho B', 1310, '159');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (389, 'pulseira feito de aco inox banhado a prata com safira de tamanho E', 1085, '142');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (390, 'pulseira feito de aco inox banhado a prata com perola de tamanho C', 820, '438');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (391, 'pulseira feito de aco inox banhado a prata com perola de tamanho D', 745, '410');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (392, 'pulseira feito de aco inox banhado a prata com perola de tamanho E', 700, '331');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (393, 'pulseira feito de aco inox banhado a prata com esmeralda de tamanho A', 785, '255');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (394, 'pulseira feito de aco inox banhado a prata com esmeralda de tamanho B', 650, '171');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (395, 'pulseira feito de aco inox banhado a prata com esmeralda de tamanho C', 545, '339');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (396, 'pulseira feito de aco inox banhado a prata com esmeralda de tamanho D', 470, '196');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (397, 'pulseira feito de aco inox banhado a prata sem adorno de tamanho A', 620, '136');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (398, 'pulseira feito de aco inox banhado a prata sem adorno de tamanho B', 485, '484');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (399, 'pulseira feito de aco inox banhado a prata sem adorno de tamanho D', 305, '274');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (400, 'pulseira feito de aco inox com diamante de tamanho A', 2425, '172');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (401, 'pulseira feito de aco inox com diamante de tamanho B', 2290, '215');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (402, 'pulseira feito de aco inox com diamante de tamanho D', 2110, '230');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (403, 'pulseira feito de aco inox com diamante de tamanho E', 2065, '201');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (404, 'pulseira feito de aco inox com rubi de tamanho A', 1820, '115');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (405, 'pulseira feito de aco inox com rubi de tamanho B', 1685, '402');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (406, 'pulseira feito de aco inox com rubi de tamanho C', 1580, '159');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (407, 'pulseira feito de aco inox com rubi de tamanho D', 1505, '174');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (408, 'pulseira feito de aco inox com safira de tamanho A', 1325, '311');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (409, 'pulseira feito de aco inox com safira de tamanho B', 1190, '228');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (410, 'pulseira feito de aco inox com safira de tamanho D', 1010, '158');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (411, 'pulseira feito de aco inox com safira de tamanho E', 965, '112');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (412, 'pulseira feito de aco inox com perola de tamanho A', 940, '467');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (413, 'pulseira feito de aco inox com perola de tamanho B', 805, '288');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (414, 'pulseira feito de aco inox com perola de tamanho C', 700, '373');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (415, 'pulseira feito de aco inox com perola de tamanho D', 625, '101');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (416, 'pulseira feito de aco inox com esmeralda de tamanho A', 665, '175');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (417, 'pulseira feito de aco inox sem adorno de tamanho A', 500, '399');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (418, 'pulseira feito de aco inox sem adorno de tamanho B', 365, '465');
INSERT INTO ITENS (id, item, preco, quantidade_restante) VALUES (419, 'pulseira feito de aco inox sem adorno de tamanho C', 260, '231');
